ssn,age,education,marital-status,relationship,sex,income
516-95-3316,24.0,HS-grad,Never-married,Not-in-family,Female,<=50K
004-42-2604,40.0,HS-grad,Never-married,Not-in-family,,
286-21-0073,33.0,HS-grad,Divorced,Not-in-family,,<=50K
849-23-2185,49.0,Bachelors,Married-civ-spouse,Husband,,<=50K
550-36-8549,34.0,HS-grad,Married-civ-spouse,Husband,,>50K
653-10-1964,30.0,Bachelors,Widowed,Not-in-family,,<=50K
407-49-3857,61.0,,,,Female,
654-33-0466,43.0,HS-grad,Never-married,Own-child,,<=50K
639-06-6338,40.0,HS-grad,,Husband,,>50K
603-28-6240,34.0,Some-college,Never-married,Own-child,,
268-42-7518,51.0,HS-grad,Never-married,Unmarried,,
578-59-3365,50.0,Some-college,Married-spouse-absent,,Male,
133-56-8795,,Doctorate,Never-married,Not-in-family,Female,
699-50-8598,37.0,,Married-civ-spouse,Husband,,
276-25-9213,29.0,HS-grad,,Husband,Male,
914-58-8451,,1st-4th,Married-civ-spouse,,Male,
971-80-5895,46.0,HS-grad,Married-civ-spouse,,Male,
111-14-8648,41.0,HS-grad,Married-civ-spouse,Wife,Female,>50K
609-36-7321,34.0,HS-grad,,Unmarried,Female,<=50K
543-45-8230,17.0,Some-college,Never-married,Own-child,Female,<=50K
689-09-7050,48.0,Preschool,Married-civ-spouse,Wife,,<=50K
396-13-0220,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
662-49-9999,,Some-college,Divorced,,Male,<=50K
081-35-7493,29.0,Bachelors,Never-married,Not-in-family,Female,
038-20-6388,40.0,,Separated,,,<=50K
342-44-4717,49.0,Masters,Married-civ-spouse,Husband,Male,
414-09-7051,26.0,,Married-civ-spouse,Husband,Male,
786-91-6461,35.0,Some-college,Married-civ-spouse,Wife,Female,>50K
897-94-2259,23.0,HS-grad,Married-civ-spouse,Other-relative,Male,<=50K
275-36-8550,44.0,,Married-civ-spouse,,Male,
993-36-6092,59.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
831-35-7493,,,,Not-in-family,,<=50K
474-41-6461,51.0,Some-college,,Husband,,>50K
365-93-9803,54.0,HS-grad,Never-married,Not-in-family,Male,<=50K
257-64-7419,56.0,HS-grad,,Husband,,>50K
936-48-6485,59.0,Some-college,Never-married,Not-in-family,,<=50K
868-39-6805,31.0,,,,,<=50K
775-36-8549,47.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
767-01-4741,20.0,Some-college,Never-married,Unmarried,,<=50K
339-89-5577,56.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
880-37-4691,53.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
952-54-9139,53.0,,Married-civ-spouse,Husband,Male,
561-27-1498,63.0,,Married-civ-spouse,,,<=50K
388-23-7100,31.0,Doctorate,Never-married,Own-child,Female,
505-28-2554,23.0,Some-college,Never-married,,,
801-99-6313,31.0,Masters,Married-civ-spouse,Husband,,<=50K
990-17-1989,21.0,HS-grad,Never-married,Own-child,,<=50K
246-03-8083,,Some-college,Married-civ-spouse,Husband,Male,>50K
505-65-1105,71.0,Bachelors,,Husband,Male,<=50K
152-70-2702,33.0,,Married-civ-spouse,Husband,,<=50K
783-44-5945,56.0,,,Husband,Male,
717-72-1129,22.0,Bachelors,,Own-child,,
716-40-0490,20.0,Masters,Never-married,Own-child,Female,
538-11-4250,39.0,Some-college,Married-civ-spouse,Husband,,
517-90-5404,21.0,Some-college,Never-married,Other-relative,Male,<=50K
378-93-1203,24.0,HS-grad,,,Male,<=50K
604-85-2579,37.0,5th-6th,Never-married,Own-child,Male,
118-98-0343,20.0,,Never-married,Own-child,Female,
313-48-2800,57.0,Masters,Married-civ-spouse,,Female,>50K
471-46-8058,41.0,,Married-civ-spouse,Husband,,<=50K
596-49-8770,41.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
962-68-4274,25.0,Bachelors,Never-married,Not-in-family,Female,
834-95-0859,39.0,,Never-married,,Male,<=50K
677-73-3414,31.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
657-52-4569,,,Married-civ-spouse,Husband,,>50K
929-85-2578,42.0,HS-grad,Never-married,,,
676-38-2063,23.0,HS-grad,Widowed,,,<=50K
112-43-8574,63.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
002-94-8402,37.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
945-73-0957,29.0,HS-grad,Separated,Not-in-family,Female,<=50K
622-81-9409,50.0,,Divorced,,Female,
871-43-7345,33.0,12th,Never-married,,,<=50K
032-73-9557,23.0,,Divorced,Own-child,,<=50K
624-44-7173,53.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
929-57-6166,35.0,Bachelors,Divorced,Not-in-family,,
444-04-1768,29.0,,Never-married,Unmarried,,
330-34-3980,21.0,HS-grad,Divorced,Not-in-family,Female,
755-03-6854,34.0,,Married-civ-spouse,Husband,Male,
495-63-8820,31.0,Some-college,Never-married,Own-child,Female,<=50K
791-06-2652,54.0,,Married-civ-spouse,,Male,
140-97-0515,22.0,,Never-married,,,
648-71-0073,20.0,Bachelors,Never-married,Own-child,Male,
723-80-2210,32.0,Assoc-acdm,Married-civ-spouse,,Male,
713-51-3512,,Bachelors,Divorced,Not-in-family,Female,<=50K
562-74-5699,61.0,,Married-civ-spouse,Husband,,
941-40-0490,42.0,,Widowed,,Male,
917-13-7591,49.0,Bachelors,Married-civ-spouse,Husband,,>50K
562-92-9974,32.0,Bachelors,Never-married,,,<=50K
760-31-9409,39.0,HS-grad,Married-spouse-absent,Not-in-family,,
623-67-9360,33.0,11th,Married-civ-spouse,Husband,Male,<=50K
286-54-7911,,HS-grad,Married-civ-spouse,Husband,Male,>50K
437-99-1400,72.0,,Never-married,,,>50K
244-16-4618,44.0,HS-grad,,Husband,,
329-20-7616,24.0,HS-grad,Divorced,,Male,<=50K
916-33-9065,21.0,,Separated,Own-child,Male,<=50K
614-98-7714,,HS-grad,Never-married,Unmarried,,<=50K
722-05-1596,24.0,HS-grad,,,Male,
931-23-4642,,,Married-civ-spouse,,Male,
067-69-0417,50.0,Bachelors,Married-civ-spouse,Husband,,
891-98-4028,,Bachelors,Divorced,Not-in-family,Male,<=50K
861-21-0072,24.0,,Widowed,,,
932-49-3856,29.0,Some-college,Married-civ-spouse,Husband,,
843-85-7493,54.0,Some-college,Married-civ-spouse,Husband,,>50K
799-04-7910,27.0,Bachelors,Married-civ-spouse,Other-relative,,
415-75-5527,53.0,,Married-civ-spouse,Wife,Female,>50K
910-10-4421,50.0,Doctorate,,Husband,,
384-42-8746,35.0,HS-grad,Married-civ-spouse,Husband,,
419-59-4594,26.0,HS-grad,,Husband,,
472-78-8697,35.0,Assoc-acdm,Married-civ-spouse,Husband,,
079-66-8304,34.0,Some-college,Never-married,Not-in-family,,<=50K
048-18-7960,46.0,,Married-civ-spouse,Husband,Male,<=50K
176-96-5601,51.0,Masters,Married-civ-spouse,Husband,Male,<=50K
420-14-7419,,HS-grad,Married-civ-spouse,Husband,Male,
826-96-5601,36.0,Assoc-voc,Never-married,Not-in-family,,<=50K
767-59-8279,51.0,Bachelors,,,Female,<=50K
589-68-0589,50.0,,Married-civ-spouse,Husband,,
840-78-6239,28.0,,,Wife,Female,>50K
534-79-7296,57.0,,,Husband,Male,
059-36-7321,48.0,Some-college,Married-civ-spouse,Husband,,<=50K
615-87-8377,,,Never-married,Own-child,Male,
276-90-4176,63.0,Some-college,,Husband,Male,>50K
146-92-8746,36.0,10th,Married-civ-spouse,Husband,,<=50K
899-84-6436,64.0,,Divorced,Unmarried,,
305-77-3955,57.0,Assoc-acdm,Never-married,Other-relative,Female,<=50K
499-72-3586,23.0,Some-college,Never-married,Own-child,Female,<=50K
254-63-7591,21.0,HS-grad,,Unmarried,Female,<=50K
609-88-9434,21.0,Some-college,Never-married,Own-child,,<=50K
410-78-0097,43.0,,Married-civ-spouse,,Male,
362-80-7124,,Bachelors,Divorced,Not-in-family,,
376-93-4889,23.0,12th,Never-married,Other-relative,,
190-72-4815,36.0,,Never-married,,Male,
007-55-5282,35.0,Some-college,Married-civ-spouse,,,>50K
084-76-6584,35.0,10th,Never-married,Unmarried,,<=50K
948-64-8647,49.0,,Married-civ-spouse,Wife,,
247-75-7985,44.0,HS-grad,Divorced,Not-in-family,,<=50K
404-79-1154,54.0,Bachelors,Never-married,Not-in-family,Male,>50K
486-97-7886,20.0,Assoc-voc,Divorced,Not-in-family,,<=50K
333-32-3095,25.0,HS-grad,Separated,,,
970-51-5969,26.0,Masters,Never-married,Own-child,Female,<=50K
417-07-6166,35.0,,,Husband,Male,<=50K
014-83-4152,32.0,Prof-school,Widowed,Unmarried,,
409-92-0147,21.0,,,Not-in-family,,<=50K
687-37-7149,,,,,Male,
998-92-5060,43.0,Masters,,Husband,Male,>50K
245-76-1670,32.0,Assoc-voc,Married-civ-spouse,Wife,Female,<=50K
599-60-0736,29.0,HS-grad,Never-married,,Male,<=50K
265-50-9827,30.0,Some-college,Married-civ-spouse,Husband,Male,>50K
465-57-1252,27.0,Bachelors,Divorced,Not-in-family,,<=50K
522-42-0146,,11th,Married-civ-spouse,Husband,Male,>50K
043-21-2530,58.0,Masters,Married-civ-spouse,Husband,Male,<=50K
002-54-9140,37.0,HS-grad,Never-married,Not-in-family,Male,
393-02-8255,,Masters,Divorced,Unmarried,Female,<=50K
077-08-8452,19.0,,,Own-child,Female,<=50K
234-36-7321,28.0,Some-college,Never-married,Own-child,Female,<=50K
923-89-4347,77.0,,Never-married,Unmarried,,
363-60-5650,44.0,,Married-civ-spouse,Husband,Male,
501-87-3463,50.0,,,,Male,<=50K
514-52-7026,57.0,HS-grad,Widowed,Not-in-family,,
848-55-6510,29.0,Masters,,Not-in-family,Male,<=50K
657-21-7444,29.0,Bachelors,Married-spouse-absent,Unmarried,,
102-51-8427,31.0,5th-6th,Married-civ-spouse,Husband,,
178-04-0540,55.0,HS-grad,Never-married,Not-in-family,,
861-76-2898,,,Divorced,,Female,
738-23-7099,62.0,Masters,Married-civ-spouse,,,
825-30-7124,51.0,,,,Male,
977-33-4151,,Some-college,Married-civ-spouse,Husband,,
195-97-6658,19.0,HS-grad,Married-civ-spouse,,,<=50K
381-63-3906,20.0,11th,,Own-child,,<=50K
037-53-0712,67.0,Some-college,Divorced,Unmarried,Female,<=50K
408-59-9508,18.0,HS-grad,Separated,,Female,<=50K
877-64-1276,41.0,,Married-civ-spouse,Husband,,>50K
170-39-3120,38.0,Assoc-acdm,,Husband,Male,>50K
370-48-5257,27.0,,,Not-in-family,Female,
906-11-1792,19.0,11th,Never-married,Own-child,Female,
353-19-4102,29.0,Some-college,Never-married,Not-in-family,Male,<=50K
268-94-9631,27.0,HS-grad,Never-married,Not-in-family,Female,<=50K
896-92-8746,40.0,,Married-civ-spouse,Husband,,
310-31-9410,33.0,HS-grad,Widowed,Not-in-family,,
625-27-6412,52.0,Some-college,Married-civ-spouse,,,
160-35-0122,,HS-grad,Divorced,,Male,
052-94-8402,46.0,HS-grad,Married-civ-spouse,Wife,Female,
121-62-1621,43.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
832-12-5306,41.0,HS-grad,Widowed,Not-in-family,Male,<=50K
542-07-6166,27.0,HS-grad,Never-married,Own-child,,<=50K
916-67-6903,22.0,HS-grad,Never-married,Own-child,Male,
286-39-4348,18.0,Bachelors,,,,
365-78-6240,50.0,HS-grad,Never-married,Not-in-family,,
856-72-6043,20.0,,Never-married,Own-child,,<=50K
487-83-7837,41.0,,Never-married,Not-in-family,Male,>50K
775-98-2800,68.0,,Married-civ-spouse,Husband,Male,
780-31-3267,44.0,Some-college,,,,<=50K
123-12-6535,31.0,,,Not-in-family,,<=50K
976-35-1350,56.0,Bachelors,,,Male,
610-47-2972,34.0,,Never-married,Own-child,,<=50K
592-16-8304,54.0,,Married-civ-spouse,Husband,,>50K
411-11-7935,27.0,,,Not-in-family,,<=50K
022-85-0122,59.0,HS-grad,Married-civ-spouse,Husband,,>50K
603-50-1227,52.0,Some-college,Married-civ-spouse,,,
926-75-0613,42.0,HS-grad,Never-married,Not-in-family,,>50K
409-82-8009,36.0,,,Wife,,
396-77-5183,34.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
421-59-0908,44.0,HS-grad,Divorced,Unmarried,Female,<=50K
866-83-0465,68.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
246-68-3046,25.0,Some-college,Never-married,Unmarried,,<=50K
751-41-2775,38.0,HS-grad,Widowed,Unmarried,Female,
892-56-7566,39.0,HS-grad,Never-married,Unmarried,,<=50K
158-96-8058,25.0,HS-grad,,,,
994-93-2431,52.0,11th,,Not-in-family,Male,
649-04-7910,48.0,,,Unmarried,Female,<=50K
129-85-2579,48.0,,,Husband,,>50K
722-54-2996,25.0,HS-grad,Never-married,Not-in-family,Female,
181-38-8206,22.0,HS-grad,Never-married,Own-child,,<=50K
056-01-9655,44.0,HS-grad,,,,
392-44-4717,27.0,Masters,Divorced,Not-in-family,Male,
836-60-9335,31.0,Some-college,Divorced,,,
348-52-5798,34.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
483-29-2382,,,Divorced,Own-child,Female,<=50K
026-19-7788,43.0,HS-grad,Divorced,Not-in-family,Female,<=50K
726-75-0613,42.0,,,Not-in-family,,<=50K
281-97-1744,36.0,Assoc-voc,,Husband,,<=50K
312-99-1400,18.0,,Never-married,Own-child,,<=50K
548-77-1498,34.0,Some-college,Never-married,Own-child,,
809-45-9458,36.0,HS-grad,Married-civ-spouse,Husband,,<=50K
317-90-5405,39.0,Assoc-voc,Married-civ-spouse,Husband,,
065-44-8402,21.0,Bachelors,Never-married,Own-child,Male,
324-20-1473,51.0,Some-college,Married-civ-spouse,Wife,,
442-93-6117,44.0,,Married-civ-spouse,Wife,,
887-74-5699,30.0,Bachelors,Married-civ-spouse,,Male,<=50K
264-03-5626,19.0,Bachelors,Separated,,,
811-42-5060,30.0,Bachelors,Widowed,Unmarried,,<=50K
001-04-4226,,Some-college,Married-civ-spouse,Husband,Male,>50K
042-26-0442,70.0,,Never-married,Other-relative,,<=50K
558-20-0245,59.0,7th-8th,,Husband,,>50K
271-92-8746,,,Never-married,Not-in-family,Female,<=50K
734-67-4446,67.0,HS-grad,,Husband,Male,<=50K
607-95-4544,18.0,Bachelors,,Own-child,Male,<=50K
156-81-8181,45.0,,Married-civ-spouse,,,>50K
562-80-7124,38.0,HS-grad,,Husband,,
298-95-5773,66.0,HS-grad,Married-civ-spouse,Husband,,<=50K
603-13-2677,29.0,5th-6th,Never-married,Unmarried,Female,<=50K
006-14-2506,34.0,,Married-civ-spouse,Husband,,<=50K
332-92-3832,25.0,,Never-married,,,<=50K
822-57-3709,45.0,,Never-married,Other-relative,Male,<=50K
408-66-0933,18.0,7th-8th,Never-married,,Male,<=50K
185-35-0122,,,,Not-in-family,,<=50K
303-65-4790,81.0,,,Not-in-family,,<=50K
175-27-6412,32.0,Masters,,Own-child,,<=50K
806-57-2480,49.0,HS-grad,Married-civ-spouse,Husband,Male,
562-25-4299,26.0,HS-grad,Divorced,Not-in-family,Female,<=50K
759-02-9483,,Some-college,Married-civ-spouse,,,
018-67-3218,59.0,12th,Divorced,Not-in-family,Male,
871-59-0908,33.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
646-25-3070,19.0,Some-college,Never-married,,,<=50K
542-90-5404,23.0,HS-grad,Never-married,,Male,<=50K
916-76-9040,51.0,Assoc-voc,Married-civ-spouse,Wife,,>50K
724-20-1473,45.0,HS-grad,Married-civ-spouse,,Male,>50K
647-72-7272,17.0,Some-college,Never-married,Own-child,,<=50K
477-27-2726,33.0,10th,Never-married,Not-in-family,,
933-59-9507,,HS-grad,Married-civ-spouse,Husband,,
797-11-3021,42.0,HS-grad,Married-civ-spouse,Husband,Male,
040-50-9827,,Prof-school,Married-civ-spouse,Husband,Male,<=50K
943-15-1104,21.0,HS-grad,,,,
964-92-6288,70.0,Masters,Married-civ-spouse,Husband,,<=50K
973-49-5085,32.0,HS-grad,,Unmarried,Female,
040-90-9090,63.0,,Married-civ-spouse,Husband,,
252-76-4127,46.0,,Married-civ-spouse,Husband,,
292-56-7567,21.0,10th,Never-married,Own-child,,
166-64-6191,44.0,,Never-married,,Female,<=50K
169-16-4618,43.0,,,,,>50K
130-34-3980,24.0,HS-grad,Never-married,Not-in-family,Female,<=50K
529-82-1866,63.0,Masters,Married-civ-spouse,Other-relative,Female,<=50K
313-14-4962,34.0,10th,Divorced,Unmarried,Female,<=50K
828-93-1203,41.0,10th,,Wife,,>50K
964-77-2726,50.0,11th,Married-civ-spouse,Husband,Male,
472-02-0884,32.0,,Widowed,Not-in-family,Female,<=50K
637-77-6412,52.0,HS-grad,Married-civ-spouse,,Male,>50K
033-72-2358,68.0,,Never-married,Other-relative,,<=50K
734-02-9483,31.0,Assoc-voc,Separated,Not-in-family,Male,<=50K
418-67-3218,60.0,Prof-school,Married-civ-spouse,Husband,,<=50K
475-82-9237,49.0,11th,Married-civ-spouse,Husband,,
118-12-0393,51.0,,,,Male,<=50K
244-84-0294,20.0,,,,Female,<=50K
092-56-7567,22.0,Bachelors,Divorced,,Male,
540-93-9802,43.0,Assoc-voc,Never-married,,,<=50K
246-62-1621,81.0,Bachelors,Married-civ-spouse,,,
783-84-5208,55.0,,Never-married,,Female,
344-01-1056,40.0,Some-college,Married-civ-spouse,Husband,Male,
042-50-6142,40.0,Bachelors,,Wife,Female,>50K
308-32-3095,35.0,Masters,Never-married,Not-in-family,Male,<=50K
197-17-4446,30.0,10th,Divorced,Not-in-family,Male,>50K
418-42-7518,22.0,Masters,Divorced,Unmarried,,
690-38-6977,63.0,HS-grad,Married-civ-spouse,Husband,,>50K
467-10-6879,37.0,,Never-married,Not-in-family,,<=50K
741-70-7615,32.0,Bachelors,Married-civ-spouse,Husband,,
519-04-1768,,,Never-married,Not-in-family,Female,<=50K
778-62-4077,60.0,HS-grad,,Husband,Male,<=50K
110-35-0122,30.0,Assoc-voc,,Not-in-family,,<=50K
910-62-6534,24.0,,Never-married,Not-in-family,,<=50K
074-44-7174,18.0,,,Own-child,Female,
297-51-2284,64.0,HS-grad,Married-civ-spouse,Husband,,>50K
165-93-9803,37.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
616-49-2628,69.0,Some-college,Divorced,Not-in-family,,<=50K
512-68-4274,58.0,,Married-civ-spouse,,Female,
591-00-1227,,,Divorced,Not-in-family,,
339-80-3439,31.0,Bachelors,Never-married,Own-child,Male,
530-03-6854,41.0,,,Not-in-family,Female,<=50K
572-05-1596,35.0,,Married-civ-spouse,Husband,Male,
762-62-2849,18.0,,Never-married,Own-child,,
870-60-8107,22.0,5th-6th,Widowed,,,
566-61-5478,47.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
025-85-9950,,,Divorced,Not-in-family,,<=50K
061-08-7223,,,Never-married,Own-child,Male,<=50K
878-34-7664,61.0,Bachelors,Married-civ-spouse,Husband,,
787-07-0023,21.0,HS-grad,,Not-in-family,,<=50K
184-85-8722,,Assoc-voc,Married-civ-spouse,,,>50K
758-96-8058,38.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
418-85-7493,29.0,,Never-married,Not-in-family,,
848-34-1522,,,Never-married,Own-child,Female,
640-69-4102,34.0,Some-college,Never-married,Not-in-family,,<=50K
320-66-9532,37.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
007-95-4545,71.0,,Married-civ-spouse,Husband,Male,
973-03-4397,59.0,Bachelors,Never-married,,,
855-83-5379,33.0,HS-grad,Divorced,Unmarried,,<=50K
680-55-8967,,Some-college,Never-married,Own-child,Female,<=50K
288-57-4938,53.0,HS-grad,,,Male,<=50K
563-91-2775,62.0,Doctorate,Married-civ-spouse,,,<=50K
684-12-1620,37.0,,Married-civ-spouse,Husband,Male,>50K
906-63-3905,27.0,Doctorate,Divorced,,Male,<=50K
878-47-0515,19.0,Some-college,Divorced,,,
312-22-3586,61.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
219-44-1031,72.0,Prof-school,Married-civ-spouse,,Male,
727-02-7026,46.0,,Married-civ-spouse,Husband,,<=50K
148-89-4348,42.0,,Married-civ-spouse,,Male,
005-68-1818,26.0,,,Husband,,
205-43-6117,26.0,7th-8th,Married-civ-spouse,,,<=50K
177-30-3439,49.0,,,Unmarried,Female,<=50K
318-21-2530,51.0,,Married-civ-spouse,Husband,,<=50K
654-26-9041,22.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
970-36-2406,17.0,1st-4th,Married-spouse-absent,,Male,<=50K
106-48-0343,43.0,,,Not-in-family,Male,
793-42-7517,17.0,,,Own-child,Male,<=50K
646-65-2333,23.0,,Never-married,Own-child,Female,<=50K
111-54-7911,18.0,,Never-married,Own-child,,
715-32-5552,31.0,HS-grad,Married-civ-spouse,,,
322-88-0835,34.0,Assoc-voc,Never-married,Not-in-family,Female,
185-78-0098,28.0,Some-college,Never-married,Own-child,,<=50K
032-77-0270,22.0,11th,Never-married,Own-child,,
539-34-2751,24.0,Some-college,Never-married,Not-in-family,Male,
055-12-8992,41.0,9th,Divorced,Not-in-family,Male,<=50K
968-64-2505,29.0,,Never-married,Not-in-family,Male,
976-28-9925,39.0,,Never-married,Not-in-family,,<=50K
619-53-3168,24.0,HS-grad,Never-married,Own-child,Female,
526-78-1326,38.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
236-97-7886,,Masters,Never-married,Own-child,Male,<=50K
252-51-8427,40.0,,Married-civ-spouse,Own-child,Male,<=50K
101-99-6314,30.0,,Never-married,Own-child,Male,<=50K
347-54-2997,58.0,HS-grad,,Not-in-family,Male,
691-27-7640,50.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
757-95-4544,39.0,HS-grad,Married-civ-spouse,,Female,>50K
170-27-0270,29.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
133-01-5970,,HS-grad,Married-civ-spouse,Husband,,>50K
748-67-9360,80.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
331-38-8206,26.0,,,Own-child,,<=50K
163-75-9213,36.0,HS-grad,Married-civ-spouse,,,
977-64-1276,62.0,5th-6th,Never-married,,Male,<=50K
929-36-1178,30.0,Bachelors,Divorced,,Male,
382-00-2456,34.0,Doctorate,Never-married,Own-child,Female,
518-51-9655,36.0,,Married-civ-spouse,Husband,Male,<=50K
794-71-7443,27.0,,,Not-in-family,Male,
763-57-4937,33.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
071-95-9459,44.0,HS-grad,Married-civ-spouse,Wife,Female,
592-50-6141,42.0,HS-grad,Married-civ-spouse,Husband,,
825-42-9974,46.0,,,,Male,
732-55-5281,46.0,Assoc-voc,,Husband,,>50K
204-66-8304,54.0,,Never-married,Not-in-family,,
687-31-5724,22.0,,Never-married,Not-in-family,Male,<=50K
717-84-3979,45.0,,Married-civ-spouse,Husband,,<=50K
889-52-7026,39.0,5th-6th,Never-married,Not-in-family,,
899-41-6461,56.0,,Married-civ-spouse,Husband,Male,<=50K
242-99-7542,35.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
100-24-5700,,Some-college,Never-married,Not-in-family,Male,<=50K
067-90-5405,59.0,Assoc-voc,,Husband,Male,
939-55-7738,47.0,11th,,Not-in-family,Female,>50K
122-81-9410,28.0,Some-college,,Not-in-family,Male,
057-98-5257,58.0,,Divorced,Unmarried,Female,
936-94-7173,49.0,,Widowed,Unmarried,Male,<=50K
781-75-6755,48.0,Prof-school,,Husband,Male,<=50K
573-71-0073,57.0,Assoc-acdm,,Husband,Male,>50K
725-09-2136,26.0,HS-grad,Divorced,,Female,
648-83-2923,61.0,Some-college,Married-civ-spouse,Husband,,
881-32-6780,30.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
067-84-3980,34.0,,,,Male,
035-90-2948,27.0,,Married-civ-spouse,Wife,,
674-20-1473,43.0,,Widowed,Unmarried,Female,
643-42-7517,21.0,,Never-married,Own-child,Male,<=50K
104-69-9017,30.0,HS-grad,Married-civ-spouse,,,>50K
328-25-5527,32.0,,Married-civ-spouse,Wife,Female,<=50K
143-55-0368,,Assoc-acdm,Married-civ-spouse,Not-in-family,Male,<=50K
290-23-3414,53.0,Bachelors,Married-civ-spouse,Husband,Male,
739-52-7026,53.0,Masters,Married-civ-spouse,Husband,Male,
299-90-7862,62.0,HS-grad,Never-married,,Male,<=50K
511-51-7198,30.0,,Married-civ-spouse,Husband,,<=50K
388-88-2063,37.0,Some-college,Married-civ-spouse,,,
455-00-6142,51.0,Assoc-voc,Married-civ-spouse,Husband,,
520-14-7419,26.0,Bachelors,,Wife,Female,<=50K
427-24-2014,25.0,HS-grad,,,Female,<=50K
939-83-4151,18.0,Bachelors,Never-married,Own-child,,
360-56-5110,73.0,7th-8th,,Not-in-family,Male,>50K
365-54-0540,34.0,HS-grad,Married-civ-spouse,Own-child,,
918-94-9630,48.0,Bachelors,,Not-in-family,Female,<=50K
577-45-7001,54.0,,,Not-in-family,,>50K
478-00-9827,62.0,,Married-civ-spouse,,Male,<=50K
138-02-2112,50.0,HS-grad,Never-married,Own-child,,<=50K
967-62-8991,42.0,,Married-civ-spouse,Husband,,>50K
296-86-7321,43.0,Assoc-voc,Divorced,Not-in-family,,>50K
